rank,narrator,chains,in_degree,out_degree,betweenness,pagerank_source,pagerank_collector,community,unresolved
3046,ابو سفيان,1,0,1,0.000000,0.0001915,0.0000631,1,0
3047,ام العلاء,2,0,2,0.000000,0.0001801,0.0000631,1,0
3048,امه ⟨حميد بن عبد الرحمن⟩,1,0,1,0.000000,0.0000888,0.0000631,1,1
3049,محمد بن رافع,4,4,0,0.000000,0.0000778,0.0002802,10,0
3050,عروة فاخبرتني عايشة,2,0,1,0.000000,0.0000907,0.0000631,1,0
3051,زيد بن خالد الجهني انهما,1,0,1,0.000000,0.0000892,0.0000631,1,0
3052,ابيه ⟨عبد الواحد بن ايمن المكي⟩,1,0,1,0.000000,0.0001465,0.0000631,4,1
3053,ابراهيم بن الحارث,2,1,0,0.000000,0.0000778,0.0001641,5,0
3054,بشر بن محمد السختياني,1,1,0,0.000000,0.0000778,0.0000756,4,0
3055,كعب بن مالك قلت,1,0,1,0.000000,0.0001058,0.0000631,1,0
3056,محمد بن الفضل ابو النعمان,1,1,0,0.000000,0.0000778,0.0000808,9,0
3057,سعد بن عبادة,3,0,2,0.000000,0.0005171,0.0000631,9,0
3058,كان عروة بن الزبير,1,0,1,0.000000,0.0000907,0.0000631,1,0
3059,عمر تصدق بمال,1,0,1,0.000000,0.0003339,0.0000631,11,0
3060,هارون,1,1,0,0.000000,0.0000778,0.0001334,11,0
3061,لنا سليمان,1,1,0,0.000000,0.0000778,0.0000838,0,0
3062,يعقوب بن ابراهيم بن كثير,4,4,0,0.000000,0.0000778,0.0002387,12,0
3063,لي علي بن عبد الله,1,1,0,0.000000,0.0000778,0.0001019,3,0
3064,الحسن بن صباح,4,3,0,0.000000,0.0000778,0.0002693,3,0
3065,عبد الله بن مسعود رضي الله,1,0,1,0.000000,0.0001416,0.0000631,16,0
3066,كان رسول الله يدخل علي ام حرام بنت ملحان فتطعمه,1,0,1,0.000000,0.0010881,0.0000631,0,0
3067,كانت ام حرام تحت عبادة بن الصامت فدخل عليها,1,0,1,0.000000,0.0010881,0.0000631,0,0
3068,انس بن مالك رضي الله,5,0,4,0.000000,0.0001434,0.0000631,0,0
3069,سهل بن سعد رضي الله,1,0,1,0.000000,0.0000916,0.0000631,13,0
3070,يوسف بن يعقوب الصفار,1,1,0,0.000000,0.0000778,0.0000843,10,0
3071,نام,1,0,1,0.000000,0.0003044,0.0000631,0,0
3072,انس رضي الله,3,0,3,0.000000,0.0001070,0.0000631,0,0
3073,حفص بن عمر الحوضي,2,2,0,0.000000,0.0000778,0.0000905,3,0
3074,جندب بن سفيان,2,0,1,0.000000,0.0001021,0.0000631,5,0
3075,ابا سفيان,2,0,1,0.000000,0.0003053,0.0000631,1,0
3076,غاب عمي انس بن النضر,1,0,1,0.000000,0.0002066,0.0000631,0,0
3077,محمد بن سعيد الخزاعي,2,2,0,0.000000,0.0000778,0.0001626,0,0
3078,نسخت الصحف في المصاحف,1,0,1,0.000000,0.0004097,0.0000631,14,0
3079,ام الربيع بنت البراء,1,0,1,0.000000,0.0002660,0.0000631,0,0
3080,هي ام حارثة بن,1,0,1,0.000000,0.0002660,0.0000631,0,0
3081,ابو عبس هو عبد الرحمن بن جبر,1,0,1,0.000000,0.0001921,0.0000631,6,0
3082,اخوه,1,0,1,0.000000,0.0003334,0.0000631,2,0
3083,لعلي بن عبد الله ايتيا ابا سعيد فاسمعا من حديثه فاتيناه,1,0,1,0.000000,0.0003334,0.0000631,2,0
3084,دعا,1,0,1,0.000000,0.0002660,0.0000631,0,0
3085,جيء بابي,1,0,1,0.000000,0.0003940,0.0000631,4,0
3086,عبد الله بن ابي اوفي رضي الله,1,0,2,0.000000,0.0002135,0.0000631,11,0
3087,احمد بن عبد الملك بن واقد,1,1,0,0.000000,0.0000778,0.0000810,0,0
3088,بينما هو يسير,1,0,1,0.000000,0.0003679,0.0000631,1,0
3089,كان سعد,1,0,1,0.000000,0.0001913,0.0000631,9,0
3090,احدا منهم,1,0,3,0.000000,0.0016414,0.0000631,3,0
3091,رجلين يقتل,1,0,1,0.000000,0.0016817,0.0000631,7,0
3092,كان ابو طلحة,2,0,1,0.000000,0.0004541,0.0000631,0,0
3093,لما نزلت { لا يستوي القاعدون من المومنين } دعا,1,0,1,0.000000,0.0003128,0.0000631,5,0
3094,رايت مروان بن الحكم جالسا في المسجد,1,0,1,0.000000,0.0004710,0.0000631,13,0
3095,البراء رضي الله,1,0,1,0.000000,0.0000970,0.0000631,5,0
3096,رجعنا من غزوة تبوك مع,1,0,1,0.000000,0.0003521,0.0000631,0,0
3097,ابا هريرة رضي الله,1,0,1,0.000000,0.0000962,0.0000631,7,0
3098,ابي سعيد الخدري رضي الله,1,0,1,0.000000,0.0001000,0.0000631,8,0
3099,زيد بن خالد رضي الله,1,0,1,0.000000,0.0001122,0.0000631,14,0
3100,انصرفت,1,0,1,0.000000,0.0002389,0.0000631,0,0
3101,عروة بن الجعد,1,0,1,0.000000,0.0001093,0.0000631,9,0
3102,عروة البارقي,2,0,1,0.000000,0.0001172,0.0000631,9,0
3103,علي بن حفص,3,2,0,0.000000,0.0000778,0.0001402,3,0
3104,علي بن عبد الله بن جعفر,2,2,0,0.000000,0.0000778,0.0001390,11,0
3105,معاذ رضي الله,1,0,1,0.000000,0.0001012,0.0000631,5,0
3106,سهل بن سعد الساعدي رضي الله,1,0,1,0.000000,0.0000966,0.0000631,8,0
3107,بما,1,0,1,0.000000,0.0001989,0.0000631,3,0
3108,لكن,1,0,1,0.000000,0.0002141,0.0000631,5,0
3109,اهل المدينة فزعوا,1,0,1,0.000000,0.0002660,0.0000631,0,0
3110,اجري النبي ما ضمر من الخيل من,1,0,1,0.000000,0.0003339,0.0000631,11,0
3111,عبد الله رضي الله,1,0,1,0.000000,0.0000912,0.0000631,11,0
3112,سابق رسول الله بين الخيل التي قد اضمرت فارسلها من,1,0,1,0.000000,0.0003339,0.0000631,11,0
3113,له رجل يا ابا عمارة,1,0,1,0.000000,0.0003128,0.0000631,5,0
3114,ليتم يوم,1,0,1,0.000000,0.0003128,0.0000631,5,0
3115,استاذنت النبي في الجهاد,1,0,1,0.000000,0.0004840,0.0000631,3,0
3116,لما كان يوم احد,1,0,1,0.000000,0.0002066,0.0000631,0,0
3117,عمر بن الخطاب رضي الله,1,0,1,0.000000,0.0001594,0.0000631,1,0
3118,يحيي بن يوسف,4,2,0,0.000000,0.0000778,0.0001657,7,0
3119,وزادنا عمرو,1,1,0,0.000000,0.0000778,0.0000829,10,0
3120,يونس بن عبيد,1,1,1,0.000000,0.0000851,0.0000740,0,0
3121,مورق العجلي,1,1,1,0.000000,0.0000971,0.0000722,0,0
3122,ام حرام,1,0,1,0.000000,0.0002660,0.0000631,0,0
3123,ابيه ⟨حمزة بن ابي اسيد⟩,1,0,1,0.000000,0.0001208,0.0000631,4,1
3124,جابر بن عبد الله اخبر,1,0,1,0.000000,0.0001548,0.0000631,1,0
3125,ابيه ⟨جعفر بن عمرو بن امية⟩,1,0,1,0.000000,0.0001048,0.0000631,1,1
3126,اسحاق بن يزيد الدمشقي,2,1,0,0.000000,0.0000778,0.0001961,6,0
3127,عمير فحدثتنا ام حرام,1,0,4,0.000000,0.0004277,0.0000631,7,0
3128,سعيد بن محمد,2,2,0,0.000000,0.0000778,0.0001311,10,0
3129,عبد الله بن مسلمة القعنبي,1,1,0,0.000000,0.0000778,0.0000761,13,0
3130,ابيه ⟨عبد الرحمن بن كعب بن مالك⟩,1,0,1,0.000000,0.0000976,0.0000631,2,1
3131,مجاشع,2,0,1,0.000000,0.0001329,0.0000631,0,0
3132,ثعلبة بن ابي مالك القرظي,1,0,1,0.000000,0.0000869,0.0000631,1,0
3133,عبد الرحمن بن ابي بكر الصديق,1,0,1,0.000000,0.0001086,0.0000631,2,0
3134,اصطحب هو,1,0,1,0.000000,0.0001149,0.0000631,6,0
3135,مطر بن الفضل,6,4,0,0.000000,0.0000778,0.0002304,10,0
3136,يزيد بن ابي كبشة,1,0,1,0.000000,0.0001149,0.0000631,6,0
3137,سيل اسامة بن زيد,1,0,1,0.000000,0.0000882,0.0000631,3,0
3138,ابيه ⟨زيد هو ابن اسلم⟩,1,0,1,0.000000,0.0001158,0.0000631,13,1
3139,ابا بشير الانصاري,1,0,1,0.000000,0.0000915,0.0000631,9,0
3140,الصعب,1,0,1,0.000000,0.0003334,0.0000631,2,0
3141,النبي فسمعناه من الزهري,1,1,1,0.000000,0.0000869,0.0000754,11,0
3142,لي جرير,2,0,2,0.000000,0.0001129,0.0000631,8,0
3143,ابو بكر بن اصرم,1,1,0,0.000000,0.0000778,0.0000756,4,0
3144,سالوا سهل بن سعد الساعدي رضي الله,1,0,1,0.000000,0.0000906,0.0000631,13,0
3145,كان جاء في اساري بدر,1,0,1,0.000000,0.0001101,0.0000631,1,0
3146,ابيه ⟨اياس بن سلمة بن الاكوع⟩,2,0,1,0.000000,0.0002125,0.0000631,7,1
3147,ابي طلحة,5,0,3,0.000000,0.0008078,0.0000631,0,0
3148,هدبة بن خالد,13,2,0,0.000000,0.0000778,0.0002581,0,0
3149,ام خالد بنت خالد بن سعيد,2,0,1,0.000000,0.0002414,0.0000631,4,0
3150,لي جرير بن عبد الله,2,0,1,0.000000,0.0000940,0.0000631,8,0
3151,مجاشع بن مسعود,2,0,1,0.000000,0.0001597,0.0000631,0,0
3152,كان عثمانيا,1,0,1,0.000000,0.0000993,0.0000631,4,0
3153,محمد بن عبد الله بن حوشب الطايفي,2,2,0,0.000000,0.0000778,0.0001033,10,0
3154,ابن الزبير لابن جعفر,1,0,1,0.000000,0.0001029,0.0000631,2,0
3155,السايب بن يزيد ذهبنا نتلقي رسول,1,0,1,0.000000,0.0000907,0.0000631,1,0
3156,كان محمد بن جبير ذكر لي ذكرا من حديثه,1,0,1,0.000000,0.0000869,0.0000631,1,0
3157,انهم,1,0,1,0.000000,0.0000914,0.0000631,1,0
3158,سعيد بن محمد الجرمي,2,1,0,0.000000,0.0000778,0.0001497,10,0
3159,ابن الحنفية,2,0,2,0.000000,0.0002546,0.0000631,4,0
3160,خولة الانصارية,1,0,2,0.000000,0.0002526,0.0000631,14,0
3161,ابو موسي الاشعري,3,0,3,0.000000,0.0001621,0.0000631,12,0
3162,مسور بن مخرمة اخبراه,1,0,1,0.000000,0.0000982,0.0000631,3,0
3163,القاسم بن عاصم الكليبي,1,1,1,0.000000,0.0000937,0.0000691,0,0
3164,انا لحديث القاسم احفظ,1,1,1,0.000000,0.0000937,0.0000691,0,0
3165,زهدم,6,0,5,0.000000,0.0004009,0.0000631,0,0
3166,بلغنا مخرج,1,0,1,0.000000,0.0006606,0.0000631,12,0
3167,ناسا من الانصار,1,0,1,0.000000,0.0002660,0.0000631,0,0
3168,اسماء ابنة ابي بكر,3,0,3,0.000000,0.0001173,0.0000631,3,0
3169,عمرا,2,0,1,0.000000,0.0000954,0.0000631,4,0
3170,عمرو بن عوف الانصاري,1,0,1,0.000000,0.0001227,0.0000631,2,0
3171,كان شهد بدرا,2,0,2,0.000000,0.0001520,0.0000631,1,0
3172,هو حليف لبني عامر بن لوي,3,0,1,0.000000,0.0002125,0.0000631,2,0
3173,الفضل بن يعقوب,4,2,0,0.000000,0.0000778,0.0003275,15,0
3174,ام هاني ابنة ابي طالب,1,0,1,0.000000,0.0001532,0.0000631,8,0
3175,بشر هو ابن المفضل,1,1,1,0.000000,0.0000796,0.0000837,6,0
3176,ابا سفيان بن حرب,3,0,2,0.000000,0.0005609,0.0000631,1,0
3177,عوف بن مالك,1,0,1,0.000000,0.0001488,0.0000631,6,0
3178,ابو وايل,2,0,2,0.000000,0.0001896,0.0000631,3,0
3179,احمد بن عثمان بن حكيم,1,1,0,0.000000,0.0000778,0.0001031,5,0
3180,عبدان بن عثمان,2,1,0,0.000000,0.0000778,0.0001594,5,0
3181,وروي عيسي,1,1,0,0.000000,0.0000778,0.0001189,12,0
3182,سعيد بن زيد بن عمرو بن نفيل,1,0,1,0.000000,0.0000874,0.0000631,3,0
3183,مالك بن صعصعة,4,0,1,0.000000,0.0008305,0.0000631,0,0
3184,الحسن بن الربيع,6,1,0,0.000000,0.0000778,0.0002811,6,0
3185,ابا طلحة,3,0,3,0.000000,0.0007497,0.0000631,2,0
3186,محمد بن عبد الله بن اسماعيل,1,1,0,0.000000,0.0000778,0.0001015,0,0
3187,ابن عم نبيكم,3,0,2,0.000000,0.0001613,0.0000631,0,0
3188,ابيه ⟨ابي بكر بن عبد الله بن قيس الاشعري⟩,1,0,1,0.000000,0.0002095,0.0000631,0,1
3189,عبد الله بن محمد الجعفي,14,9,0,0.000000,0.0000778,0.0005053,3,0
3190,روح بن عبد المومن,1,1,0,0.000000,0.0000778,0.0000839,0,0
3191,ابا ذر,4,0,4,0.000000,0.0002230,0.0000631,4,0
3192,صفية ابنة حيي,1,0,1,0.000000,0.0000914,0.0000631,1,0
3193,اباه سعد بن ابي وقاص,1,0,1,0.000000,0.0001455,0.0000631,1,0
3194,عقبة بن عمرو ابي مسعود,1,0,1,0.000000,0.0000859,0.0000631,8,0
3195,ام شريك,2,0,1,0.000000,0.0001091,0.0000631,1,0
3196,نصر بن علي,3,3,0,0.000000,0.0000778,0.0002049,6,0
3197,حفظته من الزهري كما انك ها هنا,1,1,1,0.000000,0.0000866,0.0000754,11,0
3198,سفيان بن ابي زهير الشنيي,1,0,1,0.000000,0.0001929,0.0000631,3,0
3199,عايشة حدثتها,1,0,1,0.000000,0.0001511,0.0000631,4,0
3200,ام سلمة حدثتها,1,0,1,0.000000,0.0001016,0.0000631,3,0
3201,فاطمة بنت ابي حبيش,1,0,1,0.000000,0.0004984,0.0000631,3,0
3202,احمد بن ابي سريج,3,2,0,0.000000,0.0000778,0.0002897,5,0
3203,الحسن بن مدرك,5,1,0,0.000000,0.0000778,0.0002646,9,0
3204,خالتي ميمونة زوج النبي,1,0,1,0.000000,0.0001072,0.0000631,2,0
3205,ام سليم,3,0,2,0.000000,0.0010260,0.0000631,3,0
3206,ابو كريب,4,2,0,0.000000,0.0000778,0.0001225,12,0
3207,موسي بن حزام,1,1,0,0.000000,0.0000778,0.0000813,1,0
3208,انس يرفعه,1,0,1,0.000000,0.0001045,0.0000631,5,0
3209,نصر بن علي بن نصر,2,2,0,0.000000,0.0000778,0.0001390,6,0
3210,انس كان ابو ذر,1,0,1,0.000000,0.0000869,0.0000631,1,0
3211,ابن كثير,1,1,0,0.000000,0.0000778,0.0000855,4,0
3212,زينب ابنة جحش ن,2,0,2,0.000000,0.0003169,0.0000631,3,0
3213,سعيد بن تليد الرعيني,1,1,0,0.000000,0.0000778,0.0000854,1,0
3214,احمد بن سعيد ابو عبد الله,4,2,0,0.000000,0.0000778,0.0004525,3,0
3215,ابو حميد الساعدي,2,0,2,0.000000,0.0001363,0.0000631,8,0
3216,عبد الله بن زمعة,4,0,2,0.000000,0.0001174,0.0000631,3,0
3217,محمد بن مسكين ابو الحسن,2,2,0,0.000000,0.0000778,0.0001898,5,0
3218,ابيه ⟨ابي بردة بن ابي موسي⟩,1,0,1,0.000000,0.0001257,0.0000631,0,1
3219,الربيع بن يحيي البصري,1,1,0,0.000000,0.0000778,0.0000839,3,0
3220,عبد الله بن محمد بن اسماء ابن اخي جويرية,1,1,0,0.000000,0.0000778,0.0000792,11,0
3221,محمد بن سعيد الاصبهاني,1,1,0,0.000000,0.0000778,0.0000954,3,0
3222,قلت,4,0,3,0.000000,0.0019059,0.0000631,9,0
3223,عبادة,1,0,1,0.000000,0.0001609,0.0000631,6,0
3224,صالح بن حي,1,0,1,0.000000,0.0001068,0.0000631,4,0
3225,عايشة وابن عباس,3,0,3,0.000000,0.0001204,0.0000631,1,0
3226,قاعدت ابا هريرة خمس سنين فسمعته,1,0,1,0.000000,0.0001324,0.0000631,13,0
3227,يكون جندب كذب علي رسول الله,1,0,1,0.000000,0.0002409,0.0000631,0,0
3228,احمد بن اسحاق,4,3,0,0.000000,0.0000778,0.0004119,0,0
3229,سعيد بن تليد,5,2,0,0.000000,0.0000778,0.0001673,1,0
3230,ابو مسعود عقبة,1,0,1,0.000000,0.0000963,0.0000631,4,0
3231,خالد بن يزيد الكاهلي,2,2,0,0.000000,0.0000778,0.0000965,7,0
3232,ربيبة النبي زينب ابنة ابي سلمة,1,0,1,0.000000,0.0001485,0.0000631,9,0
3233,ربيبة,1,0,1,0.000000,0.0001485,0.0000631,9,0
3234,ابي مسعود يبلغ,1,0,1,0.000000,0.0000859,0.0000631,8,0
3235,واثلة بن الاسقع,1,0,1,0.000000,0.0002079,0.0000631,13,0
3236,الاقرع بن حابس,1,0,1,0.000000,0.0004367,0.0000631,0,0
3237,ثابت بن محمد,2,1,0,0.000000,0.0000778,0.0001079,4,0
3238,زيد هو ابن اخزم,1,1,0,0.000000,0.0000778,0.0001837,5,0
3239,لنا قبيصة,1,1,0,0.000000,0.0000778,0.0000855,4,0
3240,وهب ابي جحيفة السوايي,1,0,1,0.000000,0.0000970,0.0000631,5,0
3241,حريز بن عثمان,1,0,1,0.000000,0.0001438,0.0000631,21,0
3242,عصام بن خالد,1,1,0,0.000000,0.0000778,0.0001168,21,0
3243,الحسن بن منصور ابو علي,1,1,0,0.000000,0.0000778,0.0001381,5,0
3244,عبد الله بن مالك ابن بحينة الاسدي,1,0,1,0.000000,0.0000852,0.0000631,7,0
3245,ابيه ⟨عون بن ابي جحيفة ذكر⟩,1,0,1,0.000000,0.0001672,0.0000631,3,1
3246,الحسن بن صباح البزار,1,1,0,0.000000,0.0000778,0.0000855,4,0
3247,عبد الرحمن بن مبارك,1,1,0,0.000000,0.0000778,0.0001516,0,0
3248,اتينا ابا هريرة,1,0,1,0.000000,0.0000859,0.0000631,8,0
3249,محمد بن الحكم,2,1,0,0.000000,0.0000778,0.0001062,5,0
3250,عديا,1,0,1,0.000000,0.0001843,0.0000631,9,0
3251,سعيد بن شرحبيل,2,2,0,0.000000,0.0000778,0.0000992,1,0
3252,زينب بنت جحش,1,0,1,0.000000,0.0001615,0.0000631,3,0
3253,عبد العزيز الاويسي,1,1,0,0.000000,0.0000778,0.0000757,4,0
3254,الصادق المصدوق,1,0,1,0.000000,0.0002560,0.0000631,20,0
3255,حذيفة بن اليمان,3,0,3,0.000000,0.0002713,0.0000631,6,0
3256,خباب بن الارت,2,0,1,0.000000,0.0000940,0.0000631,8,0
3257,ابي موسي اراه,4,0,2,0.000000,0.0002385,0.0000631,12,0
3258,عباس بن الوليد النرسي,1,1,0,0.000000,0.0000778,0.0000885,0,0
3259,عبد الرحمن بن شيبة,2,2,0,0.000000,0.0000778,0.0002159,7,0
3260,خلف بن خالد القرشي,1,1,0,0.000000,0.0000778,0.0000868,1,0
3261,ابو سعيد الخدري,1,0,1,0.000000,0.0007843,0.0000631,2,0
3262,احمد بن ابي الطيب,1,1,0,0.000000,0.0000778,0.0001200,8,0
3263,عمارا,1,0,1,0.000000,0.0000909,0.0000631,0,0
3264,عمرو بن العاص,3,0,3,0.000000,0.0002278,0.0000631,14,0
3265,عبد الله بن سالم,1,1,0,0.000000,0.0000778,0.0000853,1,0
3266,الوليد بن صالح,1,1,0,0.000000,0.0000778,0.0000848,3,0
3267,محمد بن يزيد الكوفي,1,1,0,0.000000,0.0000778,0.0001092,6,0
3268,محمد بن الصلت ابو جعفر الكوفي,1,1,0,0.000000,0.0000778,0.0000954,3,0
3269,ابو بكر بن سالم,1,1,1,0.000000,0.0000897,0.0000701,11,0
3270,ابيه ⟨محمد بن سعد بن ابي وقاص⟩,1,0,1,0.000000,0.0001455,0.0000631,1,1
3271,زاد زكرياء بن ابي زايدة,1,1,0,0.000000,0.0000778,0.0000777,5,0
3272,جده ⟨ابو عقيل زهرة بن معبد⟩,4,0,1,0.000000,0.0002493,0.0000631,14,1
3273,المسور بن مخرمة وعبد الرحمن بن الاسود بن عبد يغوث,1,0,1,0.000000,0.0001179,0.0000631,10,0
3274,محمد بن حاتم بن بزيغ,1,1,0,0.000000,0.0000778,0.0001065,5,0
3275,احمد بن ابي بكر,2,2,0,0.000000,0.0000778,0.0001571,7,0
3276,اسامة بن زيد حدث,1,0,1,0.000000,0.0001135,0.0000631,0,0
3277,مولي لاسامة بن زيد,1,0,1,0.000000,0.0000907,0.0000631,1,0
3278,حرملة مولي اسامة بن زيد,1,0,1,0.000000,0.0000907,0.0000631,1,0
3279,فقصتها حفصة علي,1,0,0,0.000000,0.0000778,0.0000631,26,0
3280,اخته حفصة,1,0,1,0.000000,0.0003339,0.0000631,11,0
3281,ابا بكرة,1,0,1,0.000000,0.0001356,0.0000631,0,0
3282,محمد بن الحسين بن ابراهيم,3,3,0,0.000000,0.0000778,0.0001753,10,0
3283,حجاج بن المنهال,2,1,0,0.000000,0.0000778,0.0001131,5,0
3284,احمد بن واقد,3,2,0,0.000000,0.0000778,0.0001195,0,0
3285,ابا موسي الاشعري,1,0,1,0.000000,0.0001097,0.0000631,5,0
3286,الصلت بن محمد ابو همام,1,1,0,0.000000,0.0000778,0.0000962,1,0
3287,زيد بن ارقم,8,0,5,0.000000,0.0003771,0.0000631,5,0
3288,ابا حمزة رجلا من الانصار,1,0,1,0.000000,0.0000900,0.0000631,5,0
3289,ابي اسيد,4,0,4,0.000000,0.0005580,0.0000631,4,0
3290,ابو اسيد,3,0,3,0.000000,0.0005575,0.0000631,0,0
3291,اسيد بن حضير,3,0,2,0.000000,0.0004716,0.0000631,0,0
3292,محمد بن يحيي ابو علي,1,1,0,0.000000,0.0000778,0.0001877,5,0
3293,ذكر عبد الله بن مسعود عند عبد الله بن عمرو,1,0,1,0.000000,0.0001007,0.0000631,3,0
3294,عمر بن محمد بن حسن,1,1,0,0.000000,0.0000778,0.0001719,3,0
3295,قلت لعبد الله بن ابي اوفي,1,0,1,0.000000,0.0000826,0.0000631,8,0
3296,في الجاهلية,1,0,1,0.000000,0.0003616,0.0000631,2,0
3297,نعيم بن حماد,1,1,0,0.000000,0.0000778,0.0000860,10,0
3298,خبابا,2,0,2,0.000000,0.0001318,0.0000631,8,0
3299,عبد الله بن حماد الاملي,1,1,0,0.000000,0.0000778,0.0001561,13,0
3300,عمار بن ياسر,1,0,1,0.000000,0.0001496,0.0000631,4,0
3301,ابا اسحاق سعد بن ابي وقاص,1,0,1,0.000000,0.0000935,0.0000631,1,0
3302,ابي ⟨معن بن عبد الرحمن⟩,1,0,1,0.000000,0.0001557,0.0000631,4,1
3303,ابيه ⟨فاخبرني جدي زيد بن عبد الله بن عمر⟩,1,0,1,0.000000,0.0001615,0.0000631,1,1
3304,للقوم,1,0,1,0.000000,0.0003420,0.0000631,9,0
3305,عثمان بن صالح,2,2,0,0.000000,0.0000778,0.0001172,1,0
3306,ابو الربيع,1,1,0,0.000000,0.0000778,0.0000939,4,0
3307,العباس بن عبد المطلب,1,0,1,0.000000,0.0001459,0.0000631,0,0
3308,كان قايد كعب,1,0,1,0.000000,0.0000884,0.0000631,1,0
3309,عبادة بن الصامت من الذين شهدوا بدرا مع رسول الله,1,0,1,0.000000,0.0001214,0.0000631,10,0
3310,من اصحابه ليلة العقبة,1,0,1,0.000000,0.0001214,0.0000631,10,0
3311,سراقة بن جعشم,1,0,1,0.000000,0.0002613,0.0000631,1,0
3312,ابو بردة بن ابي موسي الاشعري,1,0,1,0.000000,0.0000963,0.0000631,5,0
3313,انس خادم النبي,1,0,1,0.000000,0.0002021,0.0000631,6,0
3314,دحيم,1,1,0,0.000000,0.0000778,0.0001092,6,0
3315,عبد الرحمن بن حميد الزهري,1,0,1,0.000000,0.0000837,0.0000631,1,0
3316,ابيه ⟨عامر بن سعد بن مالك⟩,1,0,1,0.000000,0.0001548,0.0000631,1,1
3317,ابا المنهال عبد الرحمن بن مطعم,1,0,1,0.000000,0.0000856,0.0000631,4,0
3318,زياد بن ايوب,2,1,0,0.000000,0.0000778,0.0001090,10,0
3319,الحسن بن عمر بن شقيق,1,1,0,0.000000,0.0000778,0.0000885,0,0
3320,سعد بن معاذ,1,0,1,0.000000,0.0001638,0.0000631,5,0
3321,محمد بن عبد الله الرقاشي,2,2,0,0.000000,0.0000778,0.0001334,0,0
3322,اسحاق بن ابراهيم الصواف,1,2,0,0.000000,0.0000778,0.0001956,0,0
3323,ابن عمر ذكر له,1,0,1,0.000000,0.0000912,0.0000631,11,0
3324,عبد الله بن عتبة يخبره,1,0,1,0.000000,0.0003868,0.0000631,17,0
3325,ابيه ⟨معاذ بن رفاعة بن رافع الزرقي⟩,1,0,1,0.000000,0.0001495,0.0000631,6,1
3326,معاذ بن رفاعة بن رافع,1,0,1,0.000000,0.0000834,0.0000631,6,0
3327,معاذ بن رفاعة,1,0,1,0.000000,0.0000834,0.0000631,6,0
3328,حسين بن علي عليهم السلام,1,0,1,0.000000,0.0000914,0.0000631,1,0
3329,انفذه لنا ابن الاصبهاني سمعه من ابن معقل,1,0,1,0.000000,0.0000861,0.0000631,4,0
3330,ابا مسعود البدري,1,0,1,0.000000,0.0000858,0.0000631,14,0
3331,ابي مسعود البدري,1,0,1,0.000000,0.0001005,0.0000631,4,0
3332,كان من اصحاب النبي ممن شهد بدرا من الانصار,2,0,2,0.000000,0.0001225,0.0000631,1,0
3333,احمد هو ابن صالح,1,1,0,0.000000,0.0000778,0.0000879,1,0
3334,كان ابوه شهد بدرا مع النبي,1,0,1,0.000000,0.0000907,0.0000631,1,0
3335,كان من اكبر بني عدي,1,0,1,0.000000,0.0000907,0.0000631,1,0
3336,عميه,1,0,1,0.000000,0.0001167,0.0000631,11,0
3337,كانا شهدا بدرا اخبراه,1,0,1,0.000000,0.0001167,0.0000631,11,0
3338,عبد الله بن شداد بن الهاد الليثي,1,0,1,0.000000,0.0001187,0.0000631,2,0
3339,عمرو بن عوف,2,0,1,0.000000,0.0001676,0.0000631,2,0
3340,كان شهد بدرا مع النبي,1,0,1,0.000000,0.0001227,0.0000631,2,0
3341,المقداد بن عمرو الكندي,1,0,1,0.000000,0.0001179,0.0000631,10,0
3342,كان حليفا لبني زهرة,1,0,1,0.000000,0.0001179,0.0000631,10,0
3343,كان ممن شهد بدرا مع رسول الله,1,0,1,0.000000,0.0001179,0.0000631,10,0
3344,الحجاج بن منهال,2,2,0,0.000000,0.0000778,0.0001186,1,0
3345,مالك بن اوس بن الحدثان النصري,1,0,1,0.000000,0.0000907,0.0000631,1,0
3346,يسرة بن صفوان,2,1,0,0.000000,0.0000778,0.0000884,4,0
3347,يحيي بن عبد الله السلمي,2,2,0,0.000000,0.0000778,0.0001131,4,0
3348,ابو جعفر محمد بن عبد الله,1,1,0,0.000000,0.0000778,0.0001567,0,0
3349,مخلد بن مالك,1,1,0,0.000000,0.0000778,0.0001454,2,0
3350,ابن ابي الاسود,2,2,0,0.000000,0.0000778,0.0001232,0,0
3351,وزاد ابراهيم بن طهمان,1,1,0,0.000000,0.0000778,0.0001062,9,0
3352,بكر بن سوادة,1,1,0,0.000000,0.0000778,0.0001190,12,0
3353,ابي موسي رضي الله,1,0,1,0.000000,0.0000963,0.0000631,12,0
3354,جابرا اخبر,1,0,1,0.000000,0.0001548,0.0000631,1,0
3355,ابو الزبير,1,1,0,0.000000,0.0000778,0.0000746,2,0
3356,ام رومان,2,0,1,0.000000,0.0001237,0.0000631,4,0
3357,هي ام عايشة,2,0,1,0.000000,0.0001237,0.0000631,4,0
3358,فضل بن يعقوب,1,1,0,0.000000,0.0000778,0.0001338,5,0
3359,وكان من اصحاب الشجرة,1,0,1,0.000000,0.0001507,0.0000631,8,0
3360,الحسن بن خلف,1,1,0,0.000000,0.0000778,0.0001272,2,0
3361,طارق بن عبد الرحمن,1,0,1,0.000000,0.0000948,0.0000631,5,0
3362,كان من اصحاب الشجرة,4,0,3,0.000000,0.0001364,0.0000631,0,0
3363,اخيه ⟨اسماعيل⟩,2,2,1,0.000000,0.0000873,0.0001011,8,1
